"TERMS AND CONDITIONS"
"https://www.bankofcanada.ca/terms/"

"SERIES"
"id","label","description"
"HISTORICAL_CERI","CERI","Canadian-dollar effective exchange rate index (1992=100)"

"OBSERVATIONS"
"date","HISTORICAL_CERI"
"1999-01-01","80.36"
"1999-01-04","80.47"
"1999-01-05","80.84"
"1999-01-06","81.49"
"1999-01-07","81.37"
"1999-01-08","81.35"
"1999-01-11","81.72"
"1999-01-12","81.71"
"1999-01-13","80.70"
"1999-01-14","80.69"
"1999-01-15","80.75"
"1999-01-18","80.68"
"1999-01-19","80.64"
"1999-01-20","81.04"
"1999-01-21","81.55"
"1999-01-22","81.31"
"1999-01-25","81.47"
"1999-01-26","81.16"
"1999-01-27","81.26"
"1999-01-28","81.06"
"1999-01-29","82.06"
"1999-02-01","82.02"
"1999-02-02","81.67"
"1999-02-03","81.63"
"1999-02-04","82.73"
"1999-02-05","83.09"
"1999-02-08","83.13"
"1999-02-09","82.82"
"1999-02-10","82.79"
"1999-02-11","83.06"
"1999-02-12","82.86"
"1999-02-15","82.84"
"1999-02-16","82.65"
"1999-02-17","82.66"
"1999-02-18","83.38"
"1999-02-19","83.36"
"1999-02-22","83.00"
"1999-02-23","83.10"
"1999-02-24","83.05"
"1999-02-25","82.49"
"1999-02-26","82.42"
"1999-03-01","81.68"
"1999-03-02","81.84"
"1999-03-03","81.53"
"1999-03-04","81.73"
"1999-03-05","82.13"
"1999-03-08","82.12"
"1999-03-09","82.03"
"1999-03-10","81.52"
"1999-03-11","81.60"
"1999-03-12","81.49"
"1999-03-15","81.25"
"1999-03-16","81.20"
"1999-03-17","81.51"
"1999-03-18","81.60"
"1999-03-19","81.87"
"1999-03-22","82.38"
"1999-03-23","82.39"
"1999-03-24","82.49"
"1999-03-25","82.21"
"1999-03-26","82.21"
"1999-03-29","82.24"
"1999-03-30","82.25"
"1999-03-31","82.31"
"1999-04-01","82.87"
"1999-04-02","82.87"
"1999-04-05","83.08"
"1999-04-06","82.71"
"1999-04-07","82.92"
"1999-04-08","82.94"
"1999-04-09","82.85"
"1999-04-12","83.19"
"1999-04-13","83.45"
"1999-04-14","83.25"
"1999-04-15","83.45"
"1999-04-16","83.70"
"1999-04-19","83.89"
"1999-04-20","83.49"
"1999-04-21","83.58"
"1999-04-22","84.03"
"1999-04-23","84.23"
"1999-04-26","84.12"
"1999-04-27","84.14"
"1999-04-28","84.23"
"1999-04-29","84.82"
"1999-04-30","85.37"
"1999-05-03","85.82"
"1999-05-04","85.66"
"1999-05-05","85.39"
"1999-05-06","85.34"
"1999-05-07","85.21"
"1999-05-10","85.12"
"1999-05-11","85.48"
"1999-05-12","85.17"
"1999-05-13","85.27"
"1999-05-14","85.09"
"1999-05-17","85.29"
"1999-05-18","85.27"
"1999-05-19","85.02"
"1999-05-20","85.04"
"1999-05-21","85.47"
"1999-05-24","85.47"
"1999-05-25","85.45"
"1999-05-26","84.82"
"1999-05-27","84.68"
"1999-05-28","84.86"
"1999-05-31","84.55"
"1999-06-01","84.18"
"1999-06-02","84.44"
"1999-06-03","84.67"
"1999-06-04","85.05"
"1999-06-07","84.84"
"1999-06-08","84.85"
"1999-06-09","84.71"
"1999-06-10","85.38"
"1999-06-11","85.28"
"1999-06-14","85.49"
"1999-06-15","85.23"
"1999-06-16","85.63"
"1999-06-17","85.42"
"1999-06-18","85.24"
"1999-06-21","84.87"
"1999-06-22","84.97"
"1999-06-23","84.83"
"1999-06-24","84.95"
"1999-06-25","85.31"
"1999-06-28","85.01"
"1999-06-29","84.64"
"1999-06-30","84.90"
"1999-07-01","84.90"
"1999-07-02","85.35"
"1999-07-05","85.25"
"1999-07-06","85.17"
"1999-07-07","85.12"
"1999-07-08","85.17"
"1999-07-09","84.98"
"1999-07-12","84.57"
"1999-07-13","84.44"
"1999-07-14","84.43"
"1999-07-15","84.33"
"1999-07-16","84.37"
"1999-07-19","83.77"
"1999-07-20","83.60"
"1999-07-21","82.96"
"1999-07-22","82.86"
"1999-07-23","82.57"
"1999-07-26","82.32"
"1999-07-27","82.14"
"1999-07-28","82.24"
"1999-07-29","82.30"
"1999-07-30","82.37"
"1999-08-02","82.37"
"1999-08-03","83.07"
"1999-08-04","83.24"
"1999-08-05","82.95"
"1999-08-06","82.49"
"1999-08-09","82.60"
"1999-08-10","82.70"
"1999-08-11","83.29"
"1999-08-12","83.65"
"1999-08-13","84.11"
"1999-08-16","83.88"
"1999-08-17","84.02"
"1999-08-18","83.71"
"1999-08-19","82.97"
"1999-08-20","82.96"
"1999-08-23","82.95"
"1999-08-24","82.98"
"1999-08-25","82.99"
"1999-08-26","82.68"
"1999-08-27","83.25"
"1999-08-30","83.21"
"1999-08-31","82.83"
"1999-09-01","83.39"
"1999-09-02","82.84"
"1999-09-03","83.12"
"1999-09-06","83.12"
"1999-09-07","83.03"
"1999-09-08","83.34"
"1999-09-09","83.63"
"1999-09-10","84.10"
"1999-09-13","84.27"
"1999-09-14","84.03"
"1999-09-15","83.87"
"1999-09-16","83.88"
"1999-09-17","84.07"
"1999-09-20","83.75"
"1999-09-21","84.01"
"1999-09-22","84.16"
"1999-09-23","83.83"
"1999-09-24","83.90"
"1999-09-27","84.12"
"1999-09-28","84.47"
"1999-09-29","84.46"
"1999-09-30","84.08"
"1999-10-01","83.82"
"1999-10-04","84.04"
"1999-10-05","84.16"
"1999-10-06","84.10"
"1999-10-07","84.00"
"1999-10-08","83.92"
"1999-10-11","83.92"
"1999-10-12","83.72"
"1999-10-13","83.42"
"1999-10-14","83.36"
"1999-10-15","83.06"
"1999-10-18","82.51"
"1999-10-19","82.77"
"1999-10-20","82.87"
"1999-10-21","83.12"
"1999-10-22","83.69"
"1999-10-25","83.81"
"1999-10-26","84.04"
"1999-10-27","84.08"
"1999-10-28","84.07"
"1999-10-29","84.04"
"1999-11-01","84.26"
"1999-11-02","84.21"
"1999-11-03","84.25"
"1999-11-04","84.47"
"1999-11-05","84.71"
"1999-11-08","84.41"
"1999-11-09","84.02"
"1999-11-10","84.10"
"1999-11-11","84.10"
"1999-11-12","84.79"
"1999-11-15","84.56"
"1999-11-16","84.37"
"1999-11-17","84.38"
"1999-11-18","84.68"
"1999-11-19","84.77"
"1999-11-22","84.73"
"1999-11-23","84.58"
"1999-11-24","84.45"
"1999-11-25","84.41"
"1999-11-26","84.43"
"1999-11-29","84.10"
"1999-11-30","84.22"
"1999-12-01","84.19"
"1999-12-02","83.92"
"1999-12-03","83.95"
"1999-12-06","84.04"
"1999-12-07","83.99"
"1999-12-08","83.74"
"1999-12-09","84.08"
"1999-12-10","83.83"
"1999-12-13","83.82"
"1999-12-14","83.75"
"1999-12-15","83.68"
"1999-12-16","83.84"
"1999-12-17","83.96"
"1999-12-20","83.84"
"1999-12-21","83.84"
"1999-12-22","83.95"
"1999-12-23","84.07"
"1999-12-24","84.47"
"1999-12-27","84.47"
"1999-12-28","84.47"
"1999-12-29","85.54"
"1999-12-30","85.43"
"1999-12-31","85.96"
"2000-01-03","85.96"
"2000-01-04","85.25"
"2000-01-05","85.33"
"2000-01-06","85.06"
"2000-01-07","84.91"
"2000-01-10","85.13"
"2000-01-11","85.05"
"2000-01-12","85.24"
"2000-01-13","85.57"
"2000-01-14","85.67"
"2000-01-17","85.58"
"2000-01-18","85.61"
"2000-01-19","85.47"
"2000-01-20","85.70"
"2000-01-21","86.22"
"2000-01-24","86.29"
"2000-01-25","86.36"
"2000-01-26","86.47"
"2000-01-27","86.75"
"2000-01-28","86.14"
"2000-01-31","86.01"
"2000-02-01","86.23"
"2000-02-02","86.53"
"2000-02-03","86.49"
"2000-02-04","86.28"
"2000-02-07","86.36"
"2000-02-08","86.17"
"2000-02-09","86.29"
"2000-02-10","86.01"
"2000-02-11","85.97"
"2000-02-14","85.80"
"2000-02-15","85.55"
"2000-02-16","85.94"
"2000-02-17","85.93"
"2000-02-18","86.05"
"2000-02-21","85.91"
"2000-02-22","85.41"
"2000-02-23","85.13"
"2000-02-24","85.57"
"2000-02-25","86.16"
"2000-02-28","85.94"
"2000-02-29","86.33"
"2000-03-01","86.24"
"2000-03-02","85.94"
"2000-03-03","86.13"
"2000-03-06","85.90"
"2000-03-07","85.98"
"2000-03-08","85.62"
"2000-03-09","85.63"
"2000-03-10","85.63"
"2000-03-13","85.39"
"2000-03-14","85.27"
"2000-03-15","84.98"
"2000-03-16","84.72"
"2000-03-17","84.69"
"2000-03-20","84.88"
"2000-03-21","85.13"
"2000-03-22","84.86"
"2000-03-23","84.74"
"2000-03-24","85.13"
"2000-03-27","85.46"
"2000-03-28","85.81"
"2000-03-29","85.80"
"2000-03-30","85.79"
"2000-03-31","85.76"
"2000-04-03","85.78"
"2000-04-04","85.88"
"2000-04-05","85.77"
"2000-04-06","85.97"
"2000-04-07","85.64"
"2000-04-10","85.47"
"2000-04-11","85.34"
"2000-04-12","85.44"
"2000-04-13","85.24"
"2000-04-14","84.61"
"2000-04-17","84.09"
"2000-04-18","84.22"
"2000-04-19","84.77"
"2000-04-20","84.97"
"2000-04-21","84.97"
"2000-04-24","84.78"
"2000-04-25","85.24"
"2000-04-26","84.98"
"2000-04-27","84.92"
"2000-04-28","84.88"
"2000-05-01","85.02"
"2000-05-02","84.65"
"2000-05-03","84.45"
"2000-05-04","84.12"
"2000-05-05","84.14"
"2000-05-08","84.45"
"2000-05-09","84.30"
"2000-05-10","84.20"
"2000-05-11","84.61"
"2000-05-12","84.68"
"2000-05-15","84.57"
"2000-05-16","84.82"
"2000-05-17","84.23"
"2000-05-18","84.09"
"2000-05-19","84.32"
"2000-05-22","84.32"
"2000-05-23","83.76"
"2000-05-24","83.49"
"2000-05-25","83.64"
"2000-05-26","83.50"
"2000-05-29","83.83"
"2000-05-30","83.48"
"2000-05-31","83.83"
"2000-06-01","84.28"
"2000-06-02","84.88"
"2000-06-05","84.81"
"2000-06-06","84.69"
"2000-06-07","84.65"
"2000-06-08","84.65"
"2000-06-09","84.95"
"2000-06-12","84.91"
"2000-06-13","85.24"
"2000-06-14","85.27"
"2000-06-15","84.95"
"2000-06-16","85.15"
"2000-06-19","85.45"
"2000-06-20","85.18"
"2000-06-21","85.13"
"2000-06-22","85.13"
"2000-06-23","84.86"
"2000-06-26","84.73"
"2000-06-27","84.66"
"2000-06-28","84.56"
"2000-06-29","84.55"
"2000-06-30","84.70"
"2000-07-03","84.70"
"2000-07-04","84.37"
"2000-07-05","84.00"
"2000-07-06","84.35"
"2000-07-07","84.62"
"2000-07-10","84.62"
"2000-07-11","84.72"
"2000-07-12","84.73"
"2000-07-13","84.79"
"2000-07-14","84.54"
"2000-07-17","84.75"
"2000-07-18","84.94"
"2000-07-19","85.17"
"2000-07-20","85.12"
"2000-07-21","85.29"
"2000-07-24","85.75"
"2000-07-25","85.63"
"2000-07-26","85.55"
"2000-07-27","85.37"
"2000-07-28","85.09"
"2000-07-31","84.52"
"2000-08-01","84.44"
"2000-08-02","84.95"
"2000-08-03","84.85"
"2000-08-04","84.54"
"2000-08-07","84.54"
"2000-08-08","84.59"
"2000-08-09","84.80"
"2000-08-10","84.91"
"2000-08-11","84.83"
"2000-08-14","84.80"
"2000-08-15","84.56"
"2000-08-16","85.11"
"2000-08-17","85.17"
"2000-08-18","85.35"
"2000-08-21","85.25"
"2000-08-22","85.39"
"2000-08-23","84.65"
"2000-08-24","84.62"
"2000-08-25","84.88"
"2000-08-28","84.77"
"2000-08-29","84.66"
"2000-08-30","85.14"
"2000-08-31","85.62"
"2000-09-01","85.39"
"2000-09-04","85.39"
"2000-09-05","85.41"
"2000-09-06","85.14"
"2000-09-07","85.42"
"2000-09-08","85.55"
"2000-09-11","85.46"
"2000-09-12","85.47"
"2000-09-13","85.29"
"2000-09-14","85.16"
"2000-09-15","85.36"
"2000-09-18","85.12"
"2000-09-19","85.21"
"2000-09-20","85.52"
"2000-09-21","85.15"
"2000-09-22","84.78"
"2000-09-25","84.89"
"2000-09-26","84.86"
"2000-09-27","84.41"
"2000-09-28","83.99"
"2000-09-29","83.75"
"2000-10-02","83.67"
"2000-10-03","83.98"
"2000-10-04","84.43"
"2000-10-05","84.65"
"2000-10-06","84.33"
"2000-10-09","84.33"
"2000-10-10","84.28"
"2000-10-11","84.05"
"2000-10-12","83.87"
"2000-10-13","83.71"
"2000-10-16","83.50"
"2000-10-17","83.50"
"2000-10-18","83.53"
"2000-10-19","84.04"
"2000-10-20","83.95"
"2000-10-23","84.21"
"2000-10-24","84.03"
"2000-10-25","83.93"
"2000-10-26","83.80"
"2000-10-27","83.16"
"2000-10-30","82.93"
"2000-10-31","83.10"
"2000-11-01","83.02"
"2000-11-02","82.67"
"2000-11-03","82.55"
"2000-11-06","82.84"
"2000-11-07","82.74"
"2000-11-08","82.19"
"2000-11-09","82.03"
"2000-11-10","81.98"
"2000-11-13","81.98"
"2000-11-14","82.05"
"2000-11-15","81.75"
"2000-11-16","81.73"
"2000-11-17","81.36"
"2000-11-20","81.44"
"2000-11-21","81.70"
"2000-11-22","82.10"
"2000-11-23","82.39"
"2000-11-24","82.66"
"2000-11-27","82.74"
"2000-11-28","82.57"
"2000-11-29","82.38"
"2000-11-30","82.52"
"2000-12-01","82.28"
"2000-12-04","81.78"
"2000-12-05","81.97"
"2000-12-06","82.50"
"2000-12-07","83.03"
"2000-12-08","83.25"
"2000-12-11","83.13"
"2000-12-12","83.04"
"2000-12-13","83.30"
"2000-12-14","83.38"
"2000-12-15","83.22"
"2000-12-18","82.83"
"2000-12-19","83.08"
"2000-12-20","82.94"
"2000-12-21","83.11"
"2000-12-22","83.12"
"2000-12-25","83.12"
"2000-12-26","83.12"
"2000-12-27","83.41"
"2000-12-28","83.68"
"2000-12-29","83.94"
"2001-01-01","83.94"
"2001-01-02","84.14"
"2001-01-03","84.05"
"2001-01-04","84.07"
"2001-01-05","83.93"
"2001-01-08","84.25"
"2001-01-09","84.23"
"2001-01-10","84.07"
"2001-01-11","84.16"
"2001-01-12","84.30"
"2001-01-15","83.95"
"2001-01-16","83.98"
"2001-01-17","83.61"
"2001-01-18","83.26"
"2001-01-19","83.37"
"2001-01-22","83.78"
"2001-01-23","83.77"
"2001-01-24","83.60"
"2001-01-25","83.85"
"2001-01-26","83.94"
"2001-01-29","84.25"
"2001-01-30","84.26"
"2001-01-31","84.17"
"2001-02-01","84.35"
"2001-02-02","84.47"
"2001-02-05","83.79"
"2001-02-06","83.68"
"2001-02-07","83.61"
"2001-02-08","83.67"
"2001-02-09","83.83"
"2001-02-12","83.20"
"2001-02-13","83.14"
"2001-02-14","82.89"
"2001-02-15","82.85"
"2001-02-16","82.27"
"2001-02-19","82.32"
"2001-02-20","82.20"
"2001-02-21","82.41"
"2001-02-22","82.34"
"2001-02-23","82.32"
"2001-02-26","82.66"
"2001-02-27","82.92"
"2001-02-28","82.58"
"2001-03-01","81.74"
"2001-03-02","81.59"
"2001-03-05","81.69"
"2001-03-06","82.16"
"2001-03-07","81.66"
"2001-03-08","81.62"
"2001-03-09","81.65"
"2001-03-12","81.56"
"2001-03-13","81.88"
"2001-03-14","81.58"
"2001-03-15","81.39"
"2001-03-16","81.16"
"2001-03-19","80.95"
"2001-03-20","81.34"
"2001-03-21","80.83"
"2001-03-22","80.91"
"2001-03-23","81.18"
"2001-03-26","81.74"
"2001-03-27","81.02"
"2001-03-28","81.15"
"2001-03-29","80.98"
"2001-03-30","80.81"
"2001-04-02","80.92"
"2001-04-03","80.57"
"2001-04-04","80.98"
"2001-04-05","80.50"
"2001-04-06","81.35"
"2001-04-09","81.19"
"2001-04-10","81.71"
"2001-04-11","81.44"
"2001-04-12","81.44"
"2001-04-13","81.44"
"2001-04-16","81.43"
"2001-04-17","81.66"
"2001-04-18","80.97"
"2001-04-19","82.06"
"2001-04-20","82.20"
"2001-04-23","82.08"
"2001-04-24","81.99"
"2001-04-25","82.02"
"2001-04-26","82.12"
"2001-04-27","82.41"
"2001-04-30","82.78"
"2001-05-01","82.76"
"2001-05-02","82.92"
"2001-05-03","82.83"
"2001-05-04","82.66"
"2001-05-07","82.38"
"2001-05-08","82.24"
"2001-05-09","82.50"
"2001-05-10","82.63"
"2001-05-11","82.06"
"2001-05-14","81.89"
"2001-05-15","82.10"
"2001-05-16","82.55"
"2001-05-17","82.70"
"2001-05-18","82.92"
"2001-05-21","82.92"
"2001-05-22","82.59"
"2001-05-23","82.31"
"2001-05-24","82.28"
"2001-05-25","82.39"
"2001-05-28","82.38"
"2001-05-29","82.82"
"2001-05-30","82.34"
"2001-05-31","82.43"
"2001-06-01","83.19"
"2001-06-04","83.00"
"2001-06-05","83.15"
"2001-06-06","83.66"
"2001-06-07","83.80"
"2001-06-08","83.82"
"2001-06-11","84.22"
"2001-06-12","83.71"
"2001-06-13","83.99"
"2001-06-14","83.70"
"2001-06-15","83.69"
"2001-06-18","83.09"
"2001-06-19","83.18"
"2001-06-20","83.36"
"2001-06-21","83.57"
"2001-06-22","83.40"
"2001-06-25","83.92"
"2001-06-26","84.13"
"2001-06-27","84.01"
"2001-06-28","83.84"
"2001-06-29","84.13"
"2001-07-02","84.13"
"2001-07-03","84.41"
"2001-07-04","84.52"
"2001-07-05","84.71"
"2001-07-06","84.09"
"2001-07-09","83.98"
"2001-07-10","83.91"
"2001-07-11","83.65"
"2001-07-12","83.59"
"2001-07-13","83.00"
"2001-07-16","82.97"
"2001-07-17","82.87"
"2001-07-18","82.97"
"2001-07-19","82.61"
"2001-07-20","82.38"
"2001-07-23","82.47"
"2001-07-24","82.74"
"2001-07-25","82.72"
"2001-07-26","82.97"
"2001-07-27","82.92"
"2001-07-30","83.21"
"2001-07-31","83.20"
"2001-08-01","82.87"
"2001-08-02","82.51"
"2001-08-03","82.83"
"2001-08-06","82.83"
"2001-08-07","82.94"
"2001-08-08","82.94"
"2001-08-09","82.53"
"2001-08-10","82.38"
"2001-08-13","82.45"
"2001-08-14","82.25"
"2001-08-15","82.73"
"2001-08-16","82.60"
"2001-08-17","82.01"
"2001-08-20","81.86"
"2001-08-21","81.67"
"2001-08-22","81.87"
"2001-08-23","81.97"
"2001-08-24","82.10"
"2001-08-27","82.04"
"2001-08-28","82.17"
"2001-08-29","81.83"
"2001-08-30","81.76"
"2001-08-31","81.73"
"2001-09-03","81.73"
"2001-09-04","81.68"
"2001-09-05","81.32"
"2001-09-06","81.38"
"2001-09-07","80.79"
"2001-09-10","81.00"
"2001-09-11","80.81"
"2001-09-12","81.22"
"2001-09-13","80.68"
"2001-09-14","80.77"
"2001-09-17","80.53"
"2001-09-18","80.42"
"2001-09-19","80.30"
"2001-09-20","80.37"
"2001-09-21","80.53"
"2001-09-24","80.58"
"2001-09-25","80.41"
"2001-09-26","80.33"
"2001-09-27","80.11"
"2001-09-28","80.17"
"2001-10-01","80.15"
"2001-10-02","80.72"
"2001-10-03","80.71"
"2001-10-04","80.83"
"2001-10-05","81.05"
"2001-10-08","81.05"
"2001-10-09","80.96"
"2001-10-10","80.77"
"2001-10-11","80.87"
"2001-10-12","80.91"
"2001-10-15","81.31"
"2001-10-16","81.09"
"2001-10-17","80.76"
"2001-10-18","80.40"
"2001-10-19","80.46"
"2001-10-22","80.46"
"2001-10-23","80.82"
"2001-10-24","80.66"
"2001-10-25","80.50"
"2001-10-26","80.64"
"2001-10-29","80.50"
"2001-10-30","80.29"
"2001-10-31","79.95"
"2001-11-01","79.65"
"2001-11-02","79.59"
"2001-11-05","79.48"
"2001-11-06","79.55"
"2001-11-07","79.51"
"2001-11-08","79.34"
"2001-11-09","79.13"
"2001-11-12","79.13"
"2001-11-13","79.50"
"2001-11-14","79.81"
"2001-11-15","80.11"
"2001-11-16","80.05"
"2001-11-19","80.30"
"2001-11-20","79.78"
"2001-11-21","79.43"
"2001-11-22","79.56"
"2001-11-23","79.66"
"2001-11-26","79.52"
"2001-11-27","79.80"
"2001-11-28","80.22"
"2001-11-29","80.35"
"2001-11-30","80.80"
"2001-12-03","80.64"
"2001-12-04","80.85"
"2001-12-05","80.95"
"2001-12-06","80.63"
"2001-12-07","80.87"
"2001-12-10","80.60"
"2001-12-11","80.59"
"2001-12-12","81.19"
"2001-12-13","81.03"
"2001-12-14","81.21"
"2001-12-17","81.15"
"2001-12-18","80.75"
"2001-12-19","80.73"
"2001-12-20","80.62"
"2001-12-21","80.37"
"2001-12-24","80.01"
"2001-12-25","80.01"
"2001-12-26","80.01"
"2001-12-27","79.91"
"2001-12-28","79.91"
"2001-12-31","79.97"
"2002-01-01","79.97"
"2002-01-02","79.63"
"2002-01-03","79.71"
"2002-01-04","79.70"
"2002-01-07","79.71"
"2002-01-08","79.90"
"2002-01-09","79.89"
"2002-01-10","79.62"
"2002-01-11","79.81"
"2002-01-14","79.76"
"2002-01-15","80.13"
"2002-01-16","79.99"
"2002-01-17","79.20"
"2002-01-18","79.07"
"2002-01-21","79.09"
"2002-01-22","79.37"
"2002-01-23","79.60"
"2002-01-24","79.75"
"2002-01-25","79.59"
"2002-01-28","79.38"
"2002-01-29","80.45"
"2002-01-30","80.39"
"2002-01-31","80.41"
"2002-02-01","80.46"
"2002-02-04","80.32"
"2002-02-05","80.05"
"2002-02-06","79.72"
"2002-02-07","80.00"
"2002-02-08","80.06"
"2002-02-11","80.32"
"2002-02-12","80.20"
"2002-02-13","80.30"
"2002-02-14","80.22"
"2002-02-15","80.25"
"2002-02-18","80.27"
"2002-02-19","80.39"
"2002-02-20","80.35"
"2002-02-21","80.33"
"2002-02-22","80.12"
"2002-02-25","79.79"
"2002-02-26","79.38"
"2002-02-27","79.56"
"2002-02-28","79.72"
"2002-03-01","80.16"
"2002-03-04","80.36"
"2002-03-05","80.34"
"2002-03-06","80.58"
"2002-03-07","80.48"
"2002-03-08","80.39"
"2002-03-11","80.44"
"2002-03-12","80.41"
"2002-03-13","80.04"
"2002-03-14","79.97"
"2002-03-15","80.34"
"2002-03-18","80.31"
"2002-03-19","80.56"
"2002-03-20","80.75"
"2002-03-21","80.67"
"2002-03-22","80.94"
"2002-03-25","80.54"
"2002-03-26","80.17"
"2002-03-27","80.14"
"2002-03-28","80.15"
"2002-03-29","80.15"
"2002-04-01","79.77"
"2002-04-02","80.12"
"2002-04-03","80.29"
"2002-04-04","80.12"
"2002-04-05","80.20"
"2002-04-08","80.03"
"2002-04-09","79.85"
"2002-04-10","80.02"
"2002-04-11","80.31"
"2002-04-12","80.35"
"2002-04-15","80.29"
"2002-04-16","80.71"
"2002-04-17","80.94"
"2002-04-18","80.89"
"2002-04-19","81.04"
"2002-04-22","81.00"
"2002-04-23","80.86"
"2002-04-24","81.21"
"2002-04-25","81.37"
"2002-04-26","81.36"
"2002-04-29","81.17"
"2002-04-30","81.13"
"2002-05-01","81.57"
"2002-05-02","81.41"
"2002-05-03","81.15"
"2002-05-06","80.95"
"2002-05-07","80.88"
"2002-05-08","80.98"
"2002-05-09","81.03"
"2002-05-10","81.58"
"2002-05-13","81.54"
"2002-05-14","81.65"
"2002-05-15","81.70"
"2002-05-16","81.75"
"2002-05-17","82.23"
"2002-05-20","82.23"
"2002-05-21","82.40"
"2002-05-22","82.47"
"2002-05-23","82.67"
"2002-05-24","82.61"
"2002-05-27","82.65"
"2002-05-28","82.79"
"2002-05-29","82.55"
"2002-05-30","82.50"
"2002-05-31","82.90"
"2002-06-03","82.81"
"2002-06-04","82.78"
"2002-06-05","82.49"
"2002-06-06","82.58"
"2002-06-07","82.60"
"2002-06-10","82.28"
"2002-06-11","82.29"
"2002-06-12","82.38"
"2002-06-13","82.20"
"2002-06-14","81.61"
"2002-06-17","81.73"
"2002-06-18","81.87"
"2002-06-19","81.96"
"2002-06-20","82.40"
"2002-06-21","82.78"
"2002-06-24","83.03"
"2002-06-25","82.84"
"2002-06-26","82.73"
"2002-06-27","83.18"
"2002-06-28","82.81"
"2002-07-01","82.81"
"2002-07-02","82.43"
"2002-07-03","82.27"
"2002-07-04","82.15"
"2002-07-05","82.63"
"2002-07-08","82.61"
"2002-07-09","82.84"
"2002-07-10","82.57"
"2002-07-11","82.37"
"2002-07-12","81.93"
"2002-07-15","81.42"
"2002-07-16","81.48"
"2002-07-17","81.25"
"2002-07-18","81.04"
"2002-07-19","81.22"
"2002-07-22","80.34"
"2002-07-23","79.37"
"2002-07-24","79.47"
"2002-07-25","79.62"
"2002-07-26","79.10"
"2002-07-29","79.92"
"2002-07-30","79.80"
"2002-07-31","79.32"
"2002-08-01","79.16"
"2002-08-02","79.04"
"2002-08-05","79.04"
"2002-08-06","79.06"
"2002-08-07","79.59"
"2002-08-08","79.66"
"2002-08-09","80.05"
"2002-08-12","79.88"
"2002-08-13","80.32"
"2002-08-14","80.21"
"2002-08-15","80.61"
"2002-08-16","80.49"
"2002-08-19","80.00"
"2002-08-20","79.99"
"2002-08-21","80.63"
"2002-08-22","80.88"
"2002-08-23","80.89"
"2002-08-26","80.81"
"2002-08-27","80.97"
"2002-08-28","80.57"
"2002-08-29","80.56"
"2002-08-30","80.62"
"2002-09-02","80.62"
"2002-09-03","80.68"
"2002-09-04","80.13"
"2002-09-05","80.10"
"2002-09-06","80.35"
"2002-09-09","80.27"
"2002-09-10","80.03"
"2002-09-11","79.91"
"2002-09-12","79.41"
"2002-09-13","79.40"
"2002-09-16","79.62"
"2002-09-17","79.84"
"2002-09-18","79.50"
"2002-09-19","80.03"
"2002-09-20","80.10"
"2002-09-23","79.58"
"2002-09-24","79.49"
"2002-09-25","79.70"
"2002-09-26","79.92"
"2002-09-27","79.89"
"2002-09-30","79.35"
"2002-10-01","79.37"
"2002-10-02","79.42"
"2002-10-03","79.16"
"2002-10-04","79.01"
"2002-10-07","79.19"
"2002-10-08","79.15"
"2002-10-09","79.07"
"2002-10-10","79.16"
"2002-10-11","79.29"
"2002-10-14","79.29"
"2002-10-15","79.50"
"2002-10-16","79.55"
"2002-10-17","80.22"
"2002-10-18","80.27"
"2002-10-21","80.46"
"2002-10-22","80.42"
"2002-10-23","80.36"
"2002-10-24","80.78"
"2002-10-25","80.42"
"2002-10-28","80.69"
"2002-10-29","80.55"
"2002-10-30","80.36"
"2002-10-31","80.67"
"2002-11-01","80.73"
"2002-11-04","80.91"
"2002-11-05","80.79"
"2002-11-06","80.70"
"2002-11-07","80.84"
"2002-11-08","80.17"
"2002-11-11","80.17"
"2002-11-12","79.70"
"2002-11-13","79.63"
"2002-11-14","79.74"
"2002-11-15","79.38"
"2002-11-18","78.94"
"2002-11-19","79.17"
"2002-11-20","79.34"
"2002-11-21","79.63"
"2002-11-22","79.57"
"2002-11-25","79.94"
"2002-11-26","80.05"
"2002-11-27","79.94"
"2002-11-28","79.92"
"2002-11-29","80.38"
"2002-12-02","80.75"
"2002-12-03","80.83"
"2002-12-04","80.82"
"2002-12-05","80.64"
"2002-12-06","80.29"
"2002-12-09","80.46"
"2002-12-10","80.51"
"2002-12-11","80.77"
"2002-12-12","80.72"
"2002-12-13","80.33"
"2002-12-16","80.24"
"2002-12-17","80.79"
"2002-12-18","80.65"
"2002-12-19","80.99"
"2002-12-20","80.68"
"2002-12-23","80.84"
"2002-12-24","80.88"
"2002-12-25","80.88"
"2002-12-26","80.88"
"2002-12-27","79.76"
"2002-12-30","79.15"
"2002-12-31","79.12"
"2003-01-01","79.12"
"2003-01-02","79.49"
"2003-01-03","79.86"
"2003-01-06","80.16"
"2003-01-07","80.23"
"2003-01-08","80.08"
"2003-01-09","80.48"
"2003-01-10","80.63"
"2003-01-13","81.07"
"2003-01-14","81.11"
"2003-01-15","81.33"
"2003-01-16","81.28"
"2003-01-17","81.26"
"2003-01-20","81.33"
"2003-01-21","81.44"
"2003-01-22","81.47"
"2003-01-23","81.85"
"2003-01-24","81.90"
"2003-01-27","81.78"
"2003-01-28","81.19"
"2003-01-29","81.87"
"2003-01-30","81.50"
"2003-01-31","81.67"
"2003-02-03","82.15"
