"REF_DATE","GEO","DGUID","Products and product groups","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2004-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","105.2","","","","1"
"2004-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","105.6","","","","1"
"2004-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","105.4","","","","1"
"2005-01","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","105.3","","","","1"
"2005-02","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","105.7","","","","1"
"2005-03","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","106.3","","","","1"
"2005-04","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","106.6","","","","1"
"2005-05","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","106.7","","","","1"
"2005-06","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","106.9","","","","1"
"2005-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","107.1","","","","1"
"2005-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","107.5","","","","1"
"2005-09","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","108.4","","","","1"
"2005-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","107.9","","","","1"
"2005-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","107.7","","","","1"
"2005-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","107.6","","","","1"
"2006-01","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","108.2","","","","1"
"2006-02","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","108.0","","","","1"
"2006-03","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","108.6","","","","1"
"2006-04","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","109.2","","","","1"
"2006-05","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","109.7","","","","1"
"2006-06","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","109.5","","","","1"
"2006-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","109.6","","","","1"
"2006-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","109.8","","","","1"
"2006-09","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","109.2","","","","1"
"2006-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","109.0","","","","1"
"2006-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","109.2","","","","1"
"2006-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","109.4","","","","1"
"2007-01","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","109.4","","","","1"
"2007-02","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","110.2","","","","1"
"2007-03","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","111.1","","","","1"
"2007-04","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","111.6","","","","1"
"2007-05","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","112.1","","","","1"
"2007-06","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","111.9","","","","1"
"2007-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","112.0","","","","1"
"2007-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","111.7","","","","1"
"2007-09","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","111.9","","","","1"
"2007-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","111.6","","","","1"
"2007-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","111.9","","","","1"
"2007-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","112.0","","","","1"
"2008-01","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","111.8","","","","1"
"2008-02","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","112.2","","","","1"
"2008-03","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","112.6","","","","1"
"2008-04","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","113.5","","","","1"
"2008-05","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","114.6","","","","1"
"2008-06","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","115.4","","","","1"
"2008-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","115.8","","","","1"
"2008-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","115.6","","","","1"
"2008-09","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","115.7","","","","1"
"2008-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","114.5","","","","1"
"2008-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","114.1","","","","1"
"2008-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","113.3","","","","1"
"2009-01","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","113.0","","","","1"
"2009-02","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","113.8","","","","1"
"2009-03","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","114.0","","","","1"
"2009-04","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","113.9","","","","1"
"2009-05","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","114.7","","","","1"
"2009-06","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","115.1","","","","1"
"2009-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","114.7","","","","1"
"2009-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","114.7","","","","1"
"2009-09","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","114.7","","","","1"
"2009-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","114.6","","","","1"
"2009-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","115.2","","","","1"
"2009-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","114.8","","","","1"
"2010-01","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","115.1","","","","1"
"2010-02","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","115.6","","","","1"
"2010-03","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","115.6","","","","1"
"2010-04","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","116.0","","","","1"
"2010-05","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","116.3","","","","1"
"2010-06","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","116.2","","","","1"
"2010-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","116.8","","","","1"
"2010-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","116.7","","","","1"
"2010-09","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","116.9","","","","1"
"2010-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","117.4","","","","1"
"2010-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","117.5","","","","1"
"2010-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","117.5","","","","1"
"2011-01","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","117.8","","","","1"
"2011-02","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","118.1","","","","1"
"2011-03","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","119.4","","","","1"
"2011-04","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","119.8","","","","1"
"2011-05","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","120.6","","","","1"
"2011-06","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","119.8","","","","1"
"2011-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","120.0","","","","1"
"2011-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","120.3","","","","1"
"2011-09","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","120.6","","","","1"
"2011-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","120.8","","","","1"
"2011-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","120.9","","","","1"
"2011-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","120.2","","","","1"
"2012-01","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","120.7","","","","1"
"2012-02","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","121.2","","","","1"
"2012-03","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","121.7","","","","1"
"2012-04","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","122.2","","","","1"
"2012-05","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","122.1","","","","1"
"2012-06","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","121.6","","","","1"
"2012-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","121.5","","","","1"
"2012-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","121.8","","","","1"
"2012-09","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","122.0","","","","1"
"2012-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","122.2","","","","1"
"2012-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","121.9","","","","1"
"2012-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","121.2","","","","1"
"2013-01","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","121.3","","","","1"
"2013-02","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","122.7","","","","1"
"2013-03","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","122.9","","","","1"
"2013-04","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","122.7","","","","1"
"2013-05","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","123.0","","","","1"
"2013-06","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","123.0","","","","1"
"2013-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","123.1","","","","1"
"2013-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","123.1","","","","1"
"2013-09","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","123.3","","","","1"
"2013-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","123.0","","","","1"
"2013-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","123.0","","","","1"
"2013-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","122.7","","","","1"
"2014-01","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","123.1","","","","1"
"2014-02","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","124.1","","","","1"
"2014-03","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","124.8","","","","1"
"2014-04","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","125.2","","","","1"
"2014-05","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","125.8","","","","1"
"2014-06","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","125.9","","","","1"
"2014-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","125.7","","","","1"
"2014-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","125.7","","","","1"
"2014-09","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","125.8","","","","1"
"2014-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","125.9","","","","1"
"2014-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","125.4","","","","1"
"2014-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","124.5","","","","1"
"2015-01","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","124.3","","","","1"
"2015-02","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","125.4","","","","1"
"2015-03","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","126.3","","","","1"
"2015-04","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","126.2","","","","1"
"2015-05","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","126.9","","","","1"
"2015-06","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","127.2","","","","1"
"2015-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","127.3","","","","1"
"2015-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","127.3","","","","1"
"2015-09","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","127.1","","","","1"
"2015-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","127.2","","","","1"
"2015-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","127.1","","","","1"
"2015-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","126.5","","","","1"
"2016-01","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","126.8","","","","1"
"2016-02","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","127.1","","","","1"
"2016-03","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","127.9","","","","1"
"2016-04","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","128.3","","","","1"
"2016-05","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","128.8","","","","1"
"2016-06","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","129.1","","","","1"
"2016-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","128.9","","","","1"
"2016-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","128.7","","","","1"
"2016-09","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","128.8","","","","1"
"2016-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","129.1","","","","1"
"2016-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","128.6","","","","1"
"2016-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","128.4","","","","1"
"2017-01","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","129.5","","","","1"
"2017-02","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","129.7","","","","1"
"2017-03","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","129.9","","","","1"
"2017-04","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","130.4","","","","1"
"2017-05","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","130.5","","","","1"
"2017-06","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","130.4","","","","1"
"2017-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","130.4","","","","1"
"2017-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","130.5","","","","1"
"2017-09","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","130.8","","","","1"
"2017-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","130.9","","","","1"
"2017-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","131.3","","","","1"
"2017-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","130.8","","","","1"
"2018-01","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","131.7","","","","1"
"2018-02","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","132.5","","","","1"
"2018-03","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","132.9","","","","1"
"2018-04","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","133.3","","","","1"
"2018-05","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","133.4","","","","1"
"2018-06","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","133.6","","","","1"
"2018-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","134.3","","","","1"
"2018-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","134.2","","","","1"
"2018-09","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","133.7","","","","1"
"2018-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","134.1","","","","1"
"2018-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","133.5","","","","1"
"2018-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","133.4","","","","1"
"2019-01","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","133.6","","","","1"
"2019-02","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","134.5","","","","1"
"2019-03","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","135.4","","","","1"
"2019-04","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","136.0","","","","1"
"2019-05","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","136.6","","","","1"
"2019-06","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","136.3","","","","1"
"2019-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","137.0","","","","1"
"2019-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","136.8","","","","1"
"2019-09","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","136.2","","","","1"
"2019-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","136.6","","","","1"
"2019-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","136.4","","","","1"
"2019-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","136.4","","","","1"
"2020-01","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","136.8","","","","1"
"2020-02","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","137.4","","","","1"
"2020-03","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","136.6","","","","1"
"2020-04","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","135.7","","","","1"
"2020-05","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","136.1","","","","1"
"2020-06","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","137.2","","","","1"
"2020-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","137.2","","","","1"
"2020-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","137.0","","","","1"
"2020-09","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","136.9","","","","1"
"2020-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","137.5","","","","1"
"2020-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","137.7","","","","1"
"2020-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","137.4","","","","1"
"2021-01","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","138.2","","","","1"
"1949-01","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","11.6","","","","1"
"1949-02","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","11.4","","","","1"
"1949-03","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","11.4","","","","1"
"1949-04","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","11.2","","","","1"
"1949-05","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","11.2","","","","1"
"1949-06","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","11.4","","","","1"
"1949-07","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","11.5","","","","1"
"1949-08","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","11.6","","","","1"
"1949-09","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","11.6","","","","1"
"1949-10","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","11.6","","","","1"
"1949-11","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","11.7","","","","1"
"1949-12","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","11.5","","","","1"
"1950-01","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","11.2","","","","1"
"1950-02","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","11.3","","","","1"
"1950-03","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","11.4","","","","1"
"1950-04","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","11.4","","","","1"
"1950-05","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","11.4","","","","1"
"1950-06","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","11.6","","","","1"
"1950-07","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","11.8","","","","1"
"1950-08","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","11.9","","","","1"
"1950-09","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","12.1","","","","1"
"1950-10","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","12.4","","","","1"
"1950-11","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","12.5","","","","1"
"1950-12","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","12.5","","","","1"
"1951-01","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","12.5","","","","1"
"1951-02","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","12.7","","","","1"
"1951-03","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.0","","","","1"
"1951-04","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.2","","","","1"
"1951-05","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.1","","","","1"
"1951-06","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.3","","","","1"
"1951-07","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.5","","","","1"
"1951-08","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.7","","","","1"
"1951-09","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.8","","","","1"
"1951-10","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.9","","","","1"
"1951-11","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","14.0","","","","1"
"1951-12","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","14.0","","","","1"
"1952-01","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","14.0","","","","1"
"1952-02","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.8","","","","1"
"1952-03","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.5","","","","1"
"1952-04","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.5","","","","1"
"1952-05","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.2","","","","1"
"1952-06","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.3","","","","1"
"1952-07","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.3","","","","1"
"1952-08","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.3","","","","1"
"1952-09","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.3","","","","1"
"1952-10","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.2","","","","1"
"1952-11","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.3","","","","1"
"1952-12","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.0","","","","1"
"1953-01","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.0","","","","1"
"1953-02","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.0","","","","1"
"1953-03","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","12.8","","","","1"
"1953-04","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","12.7","","","","1"
"1953-05","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","12.6","","","","1"
"1953-06","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","12.7","","","","1"
"1953-07","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.0","","","","1"
"1953-08","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.0","","","","1"
"1953-09","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.0","","","","1"
"1953-10","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.2","","","","1"
"1953-11","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.0","","","","1"
"1953-12","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","12.9","","","","1"
"1954-01","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","12.8","","","","1"
"1954-02","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","12.8","","","","1"
"1954-03","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","12.7","","","","1"
"1954-04","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","12.6","","","","1"
"1954-05","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","12.6","","","","1"
"1954-06","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","12.9","","","","1"
"1954-07","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","12.9","","","","1"
"1954-08","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.1","","","","1"
"1954-09","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.0","","","","1"
"1954-10","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.0","","","","1"
"1954-11","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.0","","","","1"
"1954-12","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","13.0","","","","1"
"1955-01","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","12.9","","","","1"
"1955-02","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","12.8","","","","1"
"1955-03","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","12.7","","","","1"
"1955-04","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","12.7","","","","1"
"1955-05","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","12.9","","","","1"
"1955-06","Canada","2016A000011124","Food","2002=100","17","units","0","v41690974","2.3","12.7","","","","1"
